tconst	ordering	nconst	category	job	characters	img_url_asset
tt0095670	4	nm0760640	actor	\N	"[""Alberto"",""Gran Lama"",""Ricardo""]"
tt0095670	5	nm0622923	actor	\N	"[""Cura"",""Policía"",""Policía 2""]"
tt0095670	6	nm0273178	actor	\N	"[""Don Agustín Pisa y López"",""Mateo"",""Self""]"
tt0095670	7	nm0720277	actor	\N	"[""Jaime"",""Álex""]"
tt0095670	8	nm0056686	actress	\N	"[""Camelia"",""Luz""]"
tt0095670	9	nm0248364	actor	\N	"[""Jaime García Sánchez"",""Juan""]"
tt0096538	10	nm0355110	actress	\N	"[""Ginny"",""Reporter""]"
tt0096538	1	nm0000608	actor	\N	"[""B.L. Stryker""]"
tt0096538	2	nm0001115	actor	\N	"[""Oz Jackson""]"
tt0096538	3	nm0809356	actor	\N	"[""Chief Matthew McGee"",""Chief McGee"",""McGee""]"
tt0096538	4	nm0936304	actor	\N	"[""Oliver Wardell""]"
tt0096538	5	nm0189610	writer	creator	\N
tt0096538	6	nm0436715	actress	\N	"[""Lynda Lennox""]"
tt0096538	7	nm0506996	actor	\N	"[""Officer Cartrude"",""Cartrude""]"
tt0096538	8	nm0001549	actress	\N	"[""Kimberly Baskin""]"
tt0096538	9	nm0814050	actress	\N	"[""Evelyn""]"
tt0096658	10	nm0488355	actor	\N	"[""Carlo"",""Carlo - le médecin légiste"",""Médecin légiste""]"
tt0096658	1	nm0359894	actor	\N	"[""Commissaire Navarro"",""Navarro""]"
tt0096658	2	nm0888617	actor	\N	"[""Waltz"",""Commissaire Divisionnaire Waltz"",""Commissaire Divisionnaire Walz""]"
tt0096658	3	nm0092232	actress	\N	"[""Yolande"",""Yolande Navarro""]"
tt0096658	4	nm0551791	actor	\N	"[""Bain-Marie"",""Inspecteur Bain-Marie"",""Bain Marie""]"
tt0096658	5	nm0867682	writer	creator	\N
tt0096658	6	nm0342176	writer	creator	\N
tt0096658	7	nm0712204	actor	\N	"[""Auquelin"",""Inspecteur René Auquelin""]"
tt0096658	8	nm0021691	actress	\N	"[""Ginou"",""Ginou, la serveuse""]"
tt0096658	9	nm0722679	actor	\N	"[""Blomet"",""Inspecteur Joseph Blomet""]"
tt0098761	10	nm0166061	actor	\N	"[""Todd Lunden""]"
tt0098761	1	nm0000978	actor	\N	"[""Jonathan Turner""]"
tt0098761	2	nm0940712	actor	\N	"[""Clay Gibson""]"
tt0098761	3	nm0089685	actor	\N	"[""Edison King""]"
tt0098761	4	nm0750916	actor	\N	"[""Redmond Dunne""]"
tt0098761	5	nm0586965	writer	created by	\N
tt0098761	6	nm0003994	writer	created by	\N
tt0098761	7	nm0000644	actress	\N	"[""Anne McKenna""]"
tt0098761	8	nm0736263	actor	\N	"[""Haskell Epstein""]"
tt0098761	9	nm0942486	actress	\N	"[""Doreen Duncan""]"
tt0098765	10	nm0557292	actor	\N	"[""J. Neil Gibson""]"
tt0098765	1	nm0107950	actor	\N	"[""Sherlock Holmes""]"
tt0098765	2	nm0362570	actor	\N	"[""Dr. Watson"",""Doctor Watson"",""Dr Watson""]"
tt0098765	3	nm0769315	actress	\N	"[""Mrs Hudson"",""Mrs. Hudson""]"
tt0098765	4	nm0420010	actor	\N	"[""Inspector Lestrade""]"
tt0098765	5	nm0891092	actor	\N	"[""John Turner""]"
tt0098765	6	nm0132293	actress	\N	"[""Lady Frances Carfax""]"
tt0098765	7	nm0002242	actor	\N	"[""Baron Gruner""]"
tt0098765	8	nm0443016	actor	\N	"[""Professor Presbury""]"
tt0098765	9	nm0255065	actor	\N	"[""Sir Robert Norberton""]"
tt0098792	10	nm0108315	actress	\N	"[""Holly Bankston""]"
tt0098792	1	nm0000053	actor	\N	"[""Joe Whitaker""]"
tt0098792	2	nm0687009	actress	\N	"[""Mary Bankston""]"
tt0098792	3	nm0489476	actor	\N	"[""Nick Bankston""]"
tt0098792	4	nm0005399	actor	\N	"[""Chris Bankston""]"
tt0098792	5	nm0546746	writer	created by	\N
tt0098792	6	nm0000496	actress	\N	"[""Holly Bankston""]"
tt0098792	7	nm0330015	actor	\N	"[""Roger Hightower""]"
tt0098792	8	nm0132769	actor	\N	"[""Homeless Man""]"
tt0098792	9	nm0299077	actor	\N	"[""Nick Bankston""]"
tt0098798	10	nm0588241	actor	\N	"[""Fosnight""]"
tt0098798	1	nm0794128	actor	\N	"[""Barry Allen"",""The Flash"",""Pollux""]"
tt0098798	2	nm0005301	actress	\N	"[""Christina McGee""]"
tt0098798	3	nm0246373	actor	\N	"[""Julio Mendez""]"
tt0098798	4	nm0195101	actor	\N	"[""Officer Tony Bellows""]"
tt0098798	5	nm0082677	writer	developed by	\N
tt0098798	6	nm0210290	writer	developed by	\N
tt0098798	7	nm0541290	actor	\N	"[""Officer Michael Murphy""]"
tt0098798	8	nm0312973	actor	\N	"[""Lt. Warren Garfield""]"
tt0098798	9	nm0001938	actor	\N	"[""Joe Kline""]"
tt0098884	10	nm0914937	actress	\N	"[""Doris""]"
tt0098884	1	nm0940919	actor	\N	"[""Maxwell Beckett""]"
tt0098884	2	nm0526649	actress	\N	"[""Nikki Page""]"
tt0098884	3	nm0870529	actress	\N	"[""Wendy""]"
tt0098884	4	nm0280109	actor	\N	"[""Det. Ritter""]"
tt0098884	5	nm0158219	writer	created by	\N
tt0098884	6	nm0512894	writer	created by	\N
tt0098884	7	nm0519725	actor	\N	"[""Det. Mueller""]"
tt0098884	8	nm0411857	actor	\N	"[""Cosby"",""Crosby""]"
tt0098884	9	nm0786809	actress	\N	"[""Diane Beckett"",""May Cosgrove"",""Wife""]"
tt0098889	10	nm0722631	actor	\N	"[""Adam Marshall""]"
tt0098889	1	nm0000578	self	\N	"[""Self - Host""]"
tt0098889	2	nm1544591	actor	\N	"[""2nd Reporter""]"
tt0098889	3	nm0785264	actress	\N	"[""Hélène""]"
tt0098889	4	nm0293889	actor	\N	"[""Harry""]"
tt0098889	5	nm0574534	actor	\N	"[""Steven Castle""]"
tt0098889	6	nm0001839	actress	\N	"[""Jessica""]"
tt0098889	7	nm0000453	actor	\N	"[""Christopher Waggoner""]"
tt0098889	8	nm0289038	actor	\N	"[""Skipperton""]"
tt0098889	9	nm0002081	actor	\N	"[""Michael Herbert""]"
tt0098916	10	nm0569079	actor	\N	"[""Bickford""]"
tt0098916	1	nm0461110	actress	\N	"[""Lucy""]"
tt0098916	2	nm0835725	actor	\N	"[""Marty""]"
tt0098916	3	nm0000123	actor	\N	"[""Chic Chesbro""]"
tt0098916	4	nm0584395	actress	\N	"[""Cinnamon"",""Cinnimon""]"
tt0098916	5	nm0832941	actor	\N	"[""Restaurant Manager""]"
tt0098916	6	nm0217937	actor	\N	"[""Tim Kelly""]"
tt0098916	7	nm0281074	actor	\N	"[""Bradley Coolidge""]"
tt0098916	8	nm0454701	actor	\N	"[""Tucson Smith""]"
tt0098916	9	nm0866055	actor	\N	"[""Ray Parker""]"
tt0099231	10	nm0000167	actress	\N	"[""Julia Latham""]"
tt0099231	1	nm0397102	actor	\N	"[""Sam McCready""]"
tt0099231	2	nm0394037	actor	\N	"[""Donald Spry"",""Spry""]"
tt0099231	3	nm0861915	actor	\N	"[""Tom Rowse""]"
tt0099231	4	nm0268286	actor	\N	"[""Joe Roth""]"
tt0099231	5	nm0516215	actor	\N	"[""Carlos""]"
tt0099231	6	nm0352379	actress	\N	"[""Monica Browne""]"
tt0099231	7	nm0250718	actor	\N	"[""Dennis Guant""]"
tt0099231	8	nm0898408	actress	\N	"[""Antonella""]"
tt0099231	9	nm0123511	actress	\N	"[""Nicola""]"
tt0099283	10	nm0885856	actor	\N	"[""Le douanier"",""Type sourcils""]"
tt0099283	1	nm0020049	actor	\N	"[""Géo Paquet 'Le Gorille'""]"
tt0099283	2	nm0673749	actor	\N	"[""Berthomieu 'Le Vieux'""]"
tt0099283	3	nm0584744	actress	\N	"[""Béatrice""]"
tt0099283	4	nm0605291	actor	\N	"[""Ginaldo"",""Le chef des services secrets italiens""]"
tt0099283	5	nm0131537	actor	\N	"[""Fergusson"",""Marc-Aurélien N'Djalo""]"
tt0099283	6	nm0409538	actress	\N	"[""La femme assassinée""]"
tt0099283	7	nm0257152	actor	\N	"[""P. Dimer""]"
tt0099283	8	nm0927144	actress	\N	"[""Karoline"",""La jeune femme""]"
tt0099283	9	nm0211960	actor	\N	"[""Grand Louis"",""Lucio""]"
tt0101152	10	nm0314450	actor	\N	"[""Le légiste"",""Médecin légiste""]"
tt0101152	1	nm0545383	actor	\N	"[""Nestor Burma"",""Le détective privé Nestor Burma""]"
tt0101152	2	nm0868139	actor	\N	"[""Commissaire Faroux""]"
tt0101152	3	nm0347066	actor	\N	"[""Fabre""]"
tt0101152	4	nm0287313	actor	\N	"[""Zavatter"",""Zavatter - un détective, l'employé de Burma""]"
tt0101152	5	nm0522208	actress	\N	"[""Hélène""]"
tt0101152	6	nm0785836	actress	\N	"[""Commissaire Niel""]"
tt0101152	7	nm1307357	actor	\N	"[""Picpus""]"
tt0101152	8	nm0511943	actress	\N	"[""Hélène"",""Hélène - la secrétaire de Burma""]"
tt0101152	9	nm0182925	actress	\N	"[""Hélène""]"
tt0101161	10	nm0001495	actor	\N	"[""Uncle Ray Bailey""]"
tt0101161	1	nm0783314	actress	\N	"[""Dani Powell"",""Wanda Talbert"",""Virginia Hill""]"
tt0101161	2	nm0263760	actor	\N	"[""Cody Powell"",""Joey Paciorek"",""Bugsy Siegel""]"
tt0101161	3	nm0391096	actor	\N	"[""Matthew Durning""]"
tt0101161	4	nm0292515	actress	\N	"[""Jojo"",""Vicki Mallory""]"
tt0101161	5	nm0488991	writer	created by	\N
tt0101161	6	nm0002445	writer	developed by	\N
tt0101161	7	nm0621459	actor	\N	"[""Fuji""]"
tt0101161	8	nm0134114	actress	\N	"[""Dori""]"
tt0101161	9	nm0319978	actor	\N	"[""Chief Hollings""]"
tt0106078	10	nm0464151	actor	\N	"[""Gerd 'Hacki' Hacker"",""Gerichtsvollzieher"",""Pförtner""]"
tt0106078	1	nm0226199	actor	\N	"[""Karl Feldmann""]"
tt0106078	2	nm0714496	actor	\N	"[""Ecki Schöller""]"
tt0106078	3	nm0618343	actor	\N	"[""Tommie Beyer""]"
tt0106078	4	nm0671406	actor	\N	"[""Pepe Kirchhoff""]"
tt0106078	5	nm0394347	actor	\N	"[""Bernie"",""Kantinenwirt"",""Karl Kruse""]"
tt0106078	6	nm0065572	actor	\N	"[""Jan Steuber"",""Lawrenzen"",""Stark""]"
tt0106078	7	nm0435143	actress	\N	"[""Anna Cohrs"",""Dr. Schmidt-Holzmann"",""Ingrid Diehl""]"
tt0106078	8	nm0078788	actor	\N	"[""Arnold Richter"",""Erich Knesebeck"",""Kriminalbeamter Donner""]"
tt0106078	9	nm0352433	actor	\N	"[""Alf Baloschke"",""Mitarbeiter Autohof"",""Penner mit Wollmütze""]"
tt0133302	10	nm1685201	self	\N	"[""Self - Narrator""]"
tt0133302	1	nm0528164	actor	\N	"[""Narrator"",""Self - Narrator"",""Self""]"
tt0133302	2	nm4153580	self	\N	"[""Self - Reporter"",""Reporter"",""Self""]"
tt0133302	3	nm6640272	self	\N	"[""Self - Reporter"",""Reporter"",""Digital Reporter""]"
tt0133302	4	nm1947669	self	\N	"[""Self - Reporter"",""Self"",""Reporter""]"
tt0133302	5	nm0940460	self	\N	"[""Self - Host"",""Self"",""Self - Anchor""]"
tt0133302	6	nm7602148	self	\N	"[""Self - Reporter"",""Reporter"",""Digital Reporter""]"
tt0133302	7	nm0809257	self	\N	"[""Self - Correspondent"",""Self"",""Correspondent""]"
tt0133302	8	nm1431015	self	\N	"[""Self - Reporter"",""Self"",""Reporter""]"
tt0133302	9	nm0767796	self	\N	"[""Self - Host"",""Narrator"",""Self - Host (1983)""]"
tt0135104	10	nm0187576	actress	\N	"[""Additional voices"",""Alfonso Pig"",""Female Critic""]"
tt0135104	1	nm0352886	actress	\N	"[""Wendy""]"
tt0135104	2	nm0101508	actor	\N	"[""Vince""]"
tt0135104	3	nm0291633	actor	\N	"[""Rex""]"
tt0135104	4	nm1056101	actor	\N	"[""Rex""]"
tt0135104	5	nm0326450	writer	devised by	\N
tt0135104	6	nm0942127	actor	\N	"[""Bad Bob""]"
tt0135104	7	nm1056913	actor	\N	"[""Bad Bob""]"
tt0135104	8	nm0175355	actor	\N	"[""Brian the Welsh Two-Headed Sheep"",""Derek the Cockney Rat"",""Elderly Leader of the Drums for Belly's Blue Aliens, Thankful TV Man""]"
tt0135104	9	nm0581615	actor	\N	"[""Dr. Dogg""]"
tt0139780	10	nm0005158	actress	\N	"[""Heidi Leiter""]"
tt0139780	1	nm0913738	actor	\N	"[""Bill Bell"",""Father Rooney""]"
tt0139780	2	nm0000696	actor	\N	"[""Robert Bierer""]"
tt0139780	3	nm0001222	actress	\N	"[""Mary-Margaret Carter""]"
tt0139780	4	nm0492220	actor	\N	"[""Joey Di Paolo""]"
tt0139780	5	nm0005457	actress	\N	"[""Becky Bell""]"
tt0139780	6	nm0693732	actor	\N	"[""Brian Darling""]"
tt0139780	7	nm0005377	actor	\N	"[""Kevin Tunell""]"
tt0139780	8	nm0858458	actress	\N	"[""Katie Koestner""]"
tt0139780	9	nm0000255	actor	\N	"[""Aaron Henry""]"
tt0158415	10	nm0022323	actor	\N	"[""Larva"",""Male Attendant"",""Male Teacher""]"
tt0158415	1	nm0619179	actress	\N	"[""Miyu""]"
tt0158415	2	nm0586528	actor	\N	"[""Larva""]"
tt0158415	3	nm0644527	actress	\N	"[""Matsukaze"",""Reiha""]"
tt0158415	4	nm0794211	actress	\N	"[""Chisato Inoue""]"
tt0158415	5	nm0386185	writer	creator	\N
tt0158415	6	nm0435392	writer	creator	\N
tt0158415	7	nm0856799	actress	\N	"[""Yukari Kashima""]"
tt0158415	8	nm0437038	actress	\N	"[""Nakai""]"
tt0158415	9	nm0793883	actress	\N	"[""Hisae"",""Hisae Aoki""]"
tt0159876	10	nm0729234	self	\N	"[""Self"",""Self - Broadway Performer"",""Self - Performer""]"
tt0159876	1	nm0000267	self	\N	"[""Self - Host"",""Self"",""Cinderella""]"
tt0159876	2	nm10862109	self	\N	"[""Self"",""Self - Host"",""Self - Host & Violinist""]"
tt0159876	3	nm0281765	self	\N	"[""Self"",""Blanche Dubois"",""Mme. de Tourvel""]"
tt0159876	4	nm0004881	self	\N	"[""Self"",""Francisco Goya"",""Juanillo""]"
tt0159876	5	nm0258405	writer	developer	\N
tt0159876	6	nm0004847	self	\N	"[""Self - Host""]"
tt0159876	7	nm0287757	self	\N	"[""Self"",""Piano"",""Self - Piano""]"
tt0159876	8	nm0004765	self	\N	"[""Self""]"
tt0159876	9	nm1169011	self	\N	"[""Self"",""Anatoly Sergievsky"",""Host, vocalist, and pianist""]"
tt0166458	10	nm0100001	actress	\N	"[""Sylvia Wexford"",""Sylvia Fairfax"",""Fairfax""]"
tt0166458	1	nm0048468	actor	\N	"[""Det. Chief Insp. Reg Wexford"",""Det. Chief Insp. Wexford"",""Chief Insp. Wexford""]"
tt0166458	2	nm0712385	actor	\N	"[""Det. Insp. Burden"",""Det. Insp. Mike Burden"",""Inspector Burden""]"
tt0166458	3	nm0708902	actress	\N	"[""Dora Wexford""]"
tt0166458	4	nm0457740	actor	\N	"[""Det. Sgt. Martin"",""Det Sgt Martin"",""Sgt. Martin""]"
tt0166458	5	nm0444580	actress	\N	"[""Jenny Burden"",""Jenny Ireland""]"
tt0166458	6	nm0121308	actor	\N	"[""Dr. Len Crocker"",""Dr. Crocker""]"
tt0166458	7	nm1223029	actress	\N	"[""Pat Burden""]"
tt0166458	8	nm0403168	actor	\N	"[""John Burden""]"
tt0166458	9	nm0691302	actress	\N	"[""Sheila Wexford""]"
tt0167566	10	nm0606569	actor	\N	"[""Monsieur Laurent""]"
tt0167566	1	nm0263368	actor	\N	"[""Alphonse Malard""]"
tt0167566	2	nm0099371	actress	\N	"[""Suzanne""]"
tt0167566	3	nm0217880	actor	\N	"[""David""]"
tt0167566	4	nm0453204	actress	\N	"[""Patricia""]"
tt0167566	5	nm0194662	actress	\N	"[""Isabelle Meyral""]"
tt0167566	6	nm0352731	actress	\N	"[""Helen""]"
tt0167566	7	nm0646037	actor	\N	"[""Jan Bergman""]"
tt0167566	8	nm0202409	actor	\N	"[""Jerome""]"
tt0167566	9	nm0605429	actor	\N	"[""Boissiere""]"
tt0167644	10	nm0326659	actress	\N	"[""Ginou"",""Lili"",""Sylvie""]"
tt0167644	1	nm0187337	actor	\N	"[""Commissaire Jules Maigret"",""Jules Maigret"",""Le commissaire Jules Maigret""]"
tt0167644	2	nm0105472	actor	\N	"[""Inspecteur Paul Lachenal"",""L'inspecteur Paul Lachenal""]"
tt0167644	3	nm0295923	actor	\N	"[""Janvier""]"
tt0167644	4	nm0228075	actor	\N	"[""Inspecteur Christiani"",""Christiani"",""L'inspecteur Christiani""]"
tt0167644	5	nm0068826	actress	\N	"[""Madame Maigret""]"
tt0167644	6	nm0695309	actor	\N	"[""Torrence""]"
tt0167644	7	nm0047623	actor	\N	"[""Moers""]"
tt0167644	8	nm0094786	actor	\N	"[""Inspecteur Battisti"",""Le pêcheur""]"
tt0167644	9	nm0126754	actor	\N	"[""Inspecteur Luciani"",""Duval""]"
tt0176357	10	nm0931638	actor	\N	"[""Jim""]"
tt0176357	1	nm0218810	actor	\N	"[""Brently Mallard"",""George"",""George Pierce Baker""]"
tt0176357	2	nm0291830	actress	\N	"[""Aunt Josephine"",""Doctor"",""Dottie McCann""]"
tt0176357	3	nm0001346	actor	\N	"[""Alger Hiss"",""The Headmaster""]"
tt0176357	4	nm0860681	actress	\N	"[""Fanny Church"",""Katherine Gerard - Andre's Mother"",""Mrs. Antrobus""]"
tt0176357	5	nm0400464	actor	\N	"[""King"",""Ludlow Whitney"",""The King""]"
tt0176357	6	nm0206537	actor	\N	"[""Huck""]"
tt0176357	7	nm0397432	actor	\N	"[""Sam Evans"",""Pudd'nhead Wilson""]"
tt0176357	8	nm0363157	actor	\N	"[""Whittaker Chambers""]"
tt0176357	9	nm0875698	actress	\N	"[""Priscilla Hiss""]"
tt0190210	10	nm0416349	actress	\N	"[""Lily Bovine""]"
tt0190210	1	nm0191906	actor	\N	"[""Dakota Duke"",""Saddlesore Scorpion"",""Skull Duggery""]"
tt0190210	2	nm0071818	actor	\N	"[""Cowlarado Kid""]"
tt0190210	3	nm0289710	actor	\N	"[""Marshal Moo Montana"",""Clucky""]"
tt0190210	4	nm0000347	actor	\N	"[""Barney Finkleberg""]"
tt0190210	5	nm4481722	writer	creator	\N
tt0190210	6	nm0140105	writer	teleplay	\N
tt0190210	7	nm0853122	actress	\N	"[""Additional Voices""]"
tt0190210	8	nm0137627	actress	\N	"[""Additional Voices""]"
tt0190210	9	nm0337544	actor	\N	"[""Mayor Oscar Bulloney"",""Sadie Wowcow""]"
tt0199184	10	nm0454475	self	\N	"[""Self - Guest""]"
tt0199184	1	nm0587669	self	\N	"[""Self - Presenter"",""Self - Interviewer""]"
tt0199184	2	nm0878985	self	\N	"[""Self"",""Self - Interviewer""]"
tt0199184	3	nm1583946	self	\N	"[""Self - Presenter"",""Self""]"
tt0199184	4	nm0588664	self	\N	"[""Self"",""Self - Associate Director, 1973-1975""]"
tt0199184	5	nm1230477	writer	creator	\N
tt0199184	6	nm1275501	writer	writer	\N
tt0199184	7	nm7248024	writer	writer	\N
tt0199184	8	nm4853735	writer	writer	\N
tt0199184	9	nm0005200	self	\N	"[""Self""]"
tt0297625	10	nm0922367	actor	\N	"[""Derek Blore"",""Geoffrey Cowper""]"
tt0297625	1	nm1023764	actor	\N	"[""Cameraman"",""Frank"",""Joe Black""]"
tt0297625	2	nm0000547	actor	\N	"[""Harry Greaves"",""Lionel Ellerman"",""Tadeusz Melnik""]"
tt0297625	3	nm0910278	actress	\N	"[""Alice"",""Diana Longden"",""Pat""]"
tt0297625	4	nm0416524	actress	\N	"[""Alice"",""Mrs. Dewey"",""Sarah Williams""]"
tt0297625	5	nm0111727	actor	\N	"[""Feature Writer"",""Lilliwhite"",""Martin Poyser""]"
tt0297625	6	nm0668807	actor	\N	"[""Man in Cell"",""Mr. Cadzow"",""Reynard Krapowski""]"
tt0297625	7	nm0108926	actor	\N	"[""Air Vice-Marshall"",""Hotel Manager"",""Julian Brind""]"
tt0297625	8	nm0035605	actor	\N	"[""Charlie Foster"",""Det Supt Frank Burroughs"",""Evans""]"
tt0297625	9	nm0000293	actor	\N	"[""Gabriel Lewis"",""Jack Morgan""]"
tt0297626	10	nm0751085	actor	\N	"[""Chris Anderson"",""Gordon Weir"",""Mac""]"
tt0297626	1	nm10331106	actor	\N	"[""Arthur 'The Kid'"",""Prisoner"",""Arthur""]"
tt0297626	2	nm0108926	actor	\N	"[""Minister"",""Mr. Justice Welbeck"",""Mr. Stringer""]"
tt0297626	3	nm0154021	actor	\N	"[""Guy Liddell"",""Harold Webb"",""Magistrate""]"
tt0297626	4	nm0428949	actor	\N	"[""Alfred Jermy"",""Guide"",""Mr. Walters""]"
tt0297626	5	nm0384060	actor	\N	"[""John"",""Larry"",""Martin Allport""]"
tt0297626	6	nm0573618	actor	\N	"[""Billy McVea"",""Stuart Thorn"",""Terry""]"
tt0297626	7	nm0165049	actor	\N	"[""Alan Sefton"",""Edgar Garrett"",""Hannes""]"
tt0297626	8	nm0828980	actress	\N	"[""Hilda Carline"",""Jean"",""Lucy""]"
tt0297626	9	nm0281424	actor	\N	"[""Algie"",""Bob"",""Peter Wentworth""]"
tt0298685	10	nm0680587	actor	\N	"[""Judge Michael Argyle"",""Vermandero""]"
tt0298685	1	nm0000453	actor	\N	"[""Astrov"",""Duff"",""Lear""]"
tt0298685	2	nm0001527	actress	\N	"[""Beatrice-Joanna"",""Helen Schwartz"",""Margaret Hyman""]"
tt0298685	3	nm0681975	actor	\N	"[""King Henry IV"",""Richard Browning"",""Siegfried Shrager""]"
tt0298685	4	nm0001363	actress	\N	"[""Beatie Bryant"",""Doll Tearsheet"",""Marta""]"
tt0298685	5	nm0789716	actress	\N	"[""Hedda Gabler"",""Richard II""]"
tt0298685	6	nm0000424	actor	\N	"[""Alsemero"",""Richard Neville""]"
