nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0000065	Nino Rota	1911	1979	composer,soundtrack,music_department	tt0071562,tt0063518,tt0056801,tt0068646
nm0000067	Miklós Rózsa	1907	1995	music_department,composer,soundtrack	tt0036775,tt0052618,tt0038109,tt0054847
nm0000069	Frank Sinatra	1915	1998	music_artist,soundtrack,actor	tt0052218,tt0048347,tt0045793,tt0056218
nm0000071	James Stewart	1908	1997	actor,soundtrack,director	tt0038650,tt0052357,tt0032904,tt0052561
nm0000073	Shirley Temple	1928	2014	actress,soundtrack,writer	tt0031580,tt0030657,tt0024914,tt0016029
nm0000076	François Truffaut	1932	1984	writer,director,producer	tt0055032,tt0053198,tt0075860,tt0070460
nm0000078	John Wayne	1907	1979	actor,producer,soundtrack	tt0053580,tt0075213,tt0065126,tt0056217
nm0000079	Raquel Welch	1940	2023	actress,soundtrack,producer	tt0072281,tt0061653,tt0066115,tt0068675
nm0000080	Orson Welles	1915	1985	actor,writer,director	tt0033467,tt0040525,tt0052311,tt0057427
nm0000083	Alan Miller	\N	\N	editor,writer,director	tt0424773,tt27504185,tt19064180,tt0969216
nm0000085	Henner Hofmann	1950	\N	cinematographer,producer,camera_department	tt0097523,tt0097738,tt0113482,tt1825758
nm0000086	Louis de Funès	1914	1983	actor,writer,director	tt0069747,tt0079200,tt0064425,tt0074103
nm0000088	Aleksey Korenev	1927	1995	director,writer,assistant_director	tt0076551,tt0068304,tt0191104,tt0100069
nm0000090	Armin Mueller-Stahl	1930	\N	actor,director,writer	tt0139809,tt0963178,tt0765443,tt0117631
nm0000091	Gérard Pirès	1942	\N	director,writer,actor	tt0421974,tt0282552,tt0152930,tt0064297
nm0000092	John Cleese	1939	\N	actor,writer,producer	tt0085959,tt0071853,tt0095159,tt0063929
nm0000094	J. Reifel	\N	\N	writer	tt0117915,tt0118631,tt0116030,tt0118886
nm0000095	Woody Allen	1935	\N	writer,director,actor	tt0118954,tt0079522,tt0075686,tt0091167
nm0000096	Gillian Anderson	1968	\N	actress,producer,soundtrack	tt2294189,tt0106179,tt0455590,tt0442632
nm0000097	Pamela Anderson	1967	\N	actress,producer,director	tt0426592,tt0115624,tt0306047,tt0893509
nm0000098	Jennifer Aniston	1969	\N	actress,producer,soundtrack	tt0108778,tt3442006,tt1723121,tt0279113
nm0000099	Patricia Arquette	1968	\N	actress,producer,director	tt1065073,tt0108399,tt0412175,tt0145531
nm0000100	Rowan Atkinson	1955	\N	actor,writer,soundtrack	tt1634122,tt0118689,tt0110357,tt0274166
nm0000101	Dan Aykroyd	1952	\N	writer,actor,producer	tt0087332,tt0080455,tt0118747,tt0102558
nm0000102	Kevin Bacon	1958	\N	actor,producer,soundtrack	tt0087277,tt0164052,tt0327056,tt0361127
nm0000104	Antonio Banderas	1960	\N	actor,soundtrack,producer	tt0112851,tt0120657,tt0120746,tt1189073
nm0000106	Drew Barrymore	1975	\N	producer,actress,soundtrack	tt0120631,tt0151738,tt0160127,tt0343660
nm0000108	Luc Besson	1959	\N	writer,producer,director	tt0100263,tt0110413,tt0119116,tt2872732
nm0000110	Kenneth Branagh	1960	\N	actor,producer,director	tt0097499,tt0107616,tt0116477,tt3402236
nm0000111	Matthew Broderick	1962	\N	actor,soundtrack,director	tt0115798,tt0395251,tt0091042,tt0086567
nm0000113	Sandra Bullock	1964	\N	producer,actress,soundtrack	tt1454468,tt0212346,tt0111257,tt1041829
nm0000114	Steve Buscemi	1957	\N	actor,director,producer	tt4686844,tt0116282,tt0105236,tt0162346
nm0000115	Nicolas Cage	1964	\N	actor,producer,soundtrack	tt0117500,tt0119094,tt0113627,tt0435705
nm0000116	James Cameron	1954	\N	writer,producer,director	tt0120338,tt0090605,tt1630029,tt0499549
nm0000117	Neve Campbell	1973	\N	actress,producer,soundtrack	tt0117571,tt0120082,tt0134084,tt0120890
nm0000118	John Carpenter	1948	\N	soundtrack,writer,music_department	tt0069945,tt0077651,tt0080749,tt0082340
nm0000120	Jim Carrey	1962	\N	actor,writer,soundtrack	tt0109040,tt0338013,tt0315327,tt0110475
nm0000122	Charles Chaplin	1889	1977	soundtrack,writer,actor	tt0021749,tt0044837,tt0032553,tt0027977
nm0000123	George Clooney	1961	\N	actor,producer,director	tt0433383,tt1193138,tt0465538,tt1124035
nm0000125	Sean Connery	1930	2020	actor,producer,soundtrack	tt0117500,tt0091605,tt0055928,tt0094226
nm0000126	Kevin Costner	1955	\N	actor,producer,soundtrack	tt0102798,tt0099348,tt0119925,tt0103855
nm0000127	Wes Craven	1939	2015	writer,producer,director	tt0087800,tt0117571,tt0111686,tt0105121
nm0000128	Russell Crowe	1964	\N	actor,soundtrack,producer	tt1707386,tt0119488,tt0172495,tt0268978
nm0000129	Tom Cruise	1962	\N	actor,producer,soundtrack	tt0325710,tt0116695,tt0092099,tt0120755
nm0000130	Jamie Lee Curtis	1958	\N	actress,producer,director	tt0120694,tt6710474,tt0111503,tt1502407
nm0000131	John Cusack	1966	\N	actor,producer,writer	tt0450385,tt0146882,tt0119229,tt0098258
nm0000133	Geena Davis	1956	\N	actress,producer,soundtrack	tt0103074,tt0104694,tt0116908,tt0091064
nm0000134	Robert De Niro	1943	\N	actor,producer,soundtrack	tt0081398,tt0075314,tt0101540,tt0077416
nm0000135	John Denver	1943	1997	music_artist,soundtrack,music_department	tt4649466,tt0076489,tt0120591,tt0299328
nm0000136	Johnny Depp	1963	\N	actor,producer,soundtrack	tt0325980,tt0449088,tt0408236,tt0383574
nm0000138	Leonardo DiCaprio	1974	\N	producer,actor,soundtrack	tt0993846,tt0120338,tt0407887,tt1375666
nm0000140	Michael Douglas	1944	\N	actor,producer,soundtrack	tt0088011,tt0093010,tt0094291,tt1291580
nm0000141	David Duchovny	1960	\N	actor,producer,director	tt0120902,tt0904208,tt0251075,tt0106179
nm0000142	Clint Eastwood	1930	\N	actor,producer,director	tt0405159,tt1205489,tt0105695,tt0112579
nm0000144	Cary Elwes	1962	\N	actor,producer,soundtrack	tt0093779,tt0107977,tt0119468,tt0387564
nm0000146	Ralph Fiennes	1962	\N	actor,producer,director	tt0108052,tt2278388,tt1372686,tt0387131
nm0000147	Colin Firth	1960	\N	actor,producer,soundtrack	tt2802144,tt1315981,tt1504320,tt0243155
nm0000148	Harrison Ford	1942	\N	actor,writer,producer	tt0090329,tt0076759,tt0082971,tt0106977
nm0000149	Jodie Foster	1962	\N	actress,director,producer	tt0075314,tt0476964,tt0094608,tt0102926
nm0000150	Michael J. Fox	1961	\N	actor,producer,miscellaneous	tt0088763,tt0116365,tt0096874,tt0115369
nm0000151	Morgan Freeman	1937	\N	actor,producer,soundtrack	tt0114369,tt0405159,tt0468569,tt0097239
nm0000153	Gina Gershon	1962	\N	actress,soundtrack,producer	tt0114436,tt0115736,tt0431308,tt1726669
nm0000154	Mel Gibson	1956	\N	actor,producer,director	tt0112573,tt0118883,tt0117438,tt0104714
nm0000155	Whoopi Goldberg	1955	\N	actress,producer,writer	tt0088939,tt0108147,tt0105417,tt0099653
nm0000156	Jeff Goldblum	1952	\N	actor,soundtrack,producer	tt0116629,tt0107290,tt0091064,tt2278388
nm0000158	Tom Hanks	1956	\N	producer,actor,soundtrack	tt0094737,tt0109830,tt0162222,tt1535109
nm0000159	Teri Hatcher	1964	\N	actress,soundtrack,writer	tt0327597,tt0227538,tt0120347,tt0410975
nm0000160	Ethan Hawke	1970	\N	actor,producer,writer	tt0112471,tt0381681,tt0139654,tt2209418
nm0000161	Salma Hayek	1966	\N	actress,producer,soundtrack	tt0120679,tt0112851,tt0120891,tt1615065
nm0000162	Anne Heche	1969	2022	actress,producer,writer	tt0120461,tt0119008,tt0120885,tt0120828
nm0000163	Dustin Hoffman	1937	\N	actor,soundtrack,producer	tt0079417,tt0064665,tt0084805,tt0095953
nm0000164	Anthony Hopkins	1937	\N	actor,soundtrack,composer	tt0113987,tt0412080,tt0102926,tt0975645
nm0000165	Ron Howard	1954	\N	producer,actor,writer	tt0268978,tt0112384,tt0075213,tt0367279
nm0000166	Helen Hunt	1963	\N	actress,producer,director	tt0103484,tt0117998,tt0119822,tt0455805
nm0000169	Tommy Lee Jones	1946	\N	actor,director,soundtrack	tt0106977,tt0443272,tt0477348,tt2398231
nm0000170	Milla Jovovich	1975	\N	actress,soundtrack,producer	tt0120804,tt1220198,tt1220634,tt0119116
nm0000171	Ashley Judd	1968	\N	actress,producer,director	tt0470705,tt0113277,tt0119468,tt0150377
nm0000174	Val Kilmer	1959	\N	actor,soundtrack,producer	tt0120053,tt0373469,tt0101761,tt0235737
nm0000175	Stephen King	1947	\N	writer,producer,actor	tt0083767,tt0111161,tt0324864,tt0091499
nm0000177	Kevin Kline	1947	\N	actor,soundtrack,director	tt0095159,tt0106673,tt0113117,tt0120891
nm0000179	Jude Law	1972	\N	actor,producer,soundtrack	tt0346156,tt0376541,tt0134119,tt2278388
nm0000180	David Lean	1908	1991	editor,director,writer	tt0056172,tt0059113,tt0038574,tt0050212
nm0000182	Jennifer Lopez	1969	\N	music_artist,producer,actress	tt0120780,tt0252076,tt5503686,tt2126357
nm0000183	Traci Lords	1968	\N	actress,soundtrack,producer	tt0120611,tt1007028,tt1984153,tt0099329
nm0000184	George Lucas	1944	\N	writer,producer,director	tt0076759,tt0069704,tt0066434,tt0082971
nm0000185	Dolph Lundgren	1957	\N	actor,producer,director	tt0089927,tt0093507,tt0105698,tt0113481
nm0000186	David Lynch	1946	\N	writer,director,producer	tt0098936,tt0460829,tt0166924,tt0105665
nm0000187	Madonna	1958	\N	music_artist,soundtrack,actress	tt0116250,tt0156841,tt0246460,tt0104694
nm0000188	Steve Martin	1945	\N	writer,actor,producer	tt0093886,tt0102250,tt0079367,tt0383216
nm0000189	Jenny McCarthy-Wahlberg	1972	\N	actress,producer,writer	tt0134084,tt0131857,tt0327643,tt0455967
nm0000190	Matthew McConaughey	1969	\N	actor,producer,soundtrack	tt1935179,tt0816692,tt0790636,tt1915581
nm0000191	Ewan McGregor	1971	\N	actor,producer,writer	tt2763304,tt1322269,tt0203009,tt0117951
nm0000192	Alyssa Milano	1972	\N	actress,producer,soundtrack	tt0086827,tt0088944,tt0116287,tt0158552
nm0000193	Demi Moore	1962	\N	actress,producer,soundtrack	tt0305357,tt0119173,tt0107211,tt0099653
nm0000195	Bill Murray	1950	\N	actor,soundtrack,writer	tt1748122,tt0362270,tt0335266,tt0128445
nm0000196	Mike Myers	1963	\N	actor,writer,soundtrack	tt0118655,tt0295178,tt0811138,tt0145660
nm0000197	Jack Nicholson	1937	\N	actor,soundtrack,producer	tt0119822,tt0407887,tt0071315,tt0073486
nm0000198	Gary Oldman	1958	\N	actor,producer,soundtrack	tt0468569,tt4555426,tt0103874,tt1340800
nm0000199	Al Pacino	1940	\N	actor,director,soundtrack	tt0072890,tt0070666,tt0099422,tt0068646
nm0000200	Bill Paxton	1955	2017	actor,producer,writer	tt0264616,tt0112384,tt0117998,tt0090605
nm0000202	Ryan Phillippe	1974	\N	actor,producer,director	tt0120577,tt0139134,tt0375679,tt0280707
nm0000204	Natalie Portman	1981	\N	actress,producer,soundtrack	tt0376541,tt0110413,tt0434409,tt0947798
nm0000205	Parker Posey	1968	\N	actress,producer,soundtrack	tt0106677,tt0134084,tt0359013,tt0348150
nm0000206	Keanu Reeves	1964	\N	actor,producer,soundtrack	tt0234215,tt0133093,tt0102685,tt0111257
nm0000209	Tim Robbins	1958	\N	actor,producer,director	tt0111161,tt0327056,tt0091225,tt0105151
nm0000212	Meg Ryan	1961	\N	actress,producer,director	tt0098635,tt0120632,tt0108160,tt0128853
nm0000213	Winona Ryder	1971	\N	actress,producer,soundtrack	tt0100140,tt0110367,tt0172493,tt0099487
nm0000216	Arnold Schwarzenegger	1947	\N	actor,producer,director	tt0216216,tt0103064,tt0107362,tt0088247
nm0000217	Martin Scorsese	1942	\N	producer,director,actor	tt5537002,tt0070379,tt0075314,tt0099685
nm0000218	Kristin Scott Thomas	1960	\N	actress,soundtrack,writer	tt0109831,tt1602613,tt0280707,tt0116209
nm0000219	Steven Seagal	1952	\N	actor,producer,writer	tt0110725,tt0114781,tt0105690,tt0094602
nm0000221	Charlie Sheen	1965	\N	actor,producer,soundtrack	tt0369179,tt0108333,tt0107144,tt0094291
nm0000222	Brooke Shields	1965	\N	actress,producer,soundtrack	tt0080453,tt0082329,tt0080116,tt0078111
nm0000225	Christian Slater	1969	\N	actor,producer,soundtrack	tt0124198,tt0102798,tt0108399,tt0115759
nm0000226	Will Smith	1968	\N	producer,actor,soundtrack	tt0120891,tt0119654,tt0098800,tt0480249
nm0000228	Kevin Spacey	1959	\N	actor,producer,soundtrack	tt0114814,tt0119488,tt0114369,tt0169547
nm0000229	Steven Spielberg	1946	\N	producer,writer,director	tt0083866,tt0082971,tt0120815,tt0108052
nm0000230	Sylvester Stallone	1946	\N	actor,producer,writer	tt0084602,tt3076658,tt0089927,tt0075148
nm0000231	Oliver Stone	1946	\N	director,producer,writer	tt0102138,tt0096969,tt0091763,tt0110632
nm0000232	Sharon Stone	1958	\N	actress,producer,soundtrack	tt0114214,tt0112641,tt0108162,tt0103772
nm0000233	Quentin Tarantino	1963	\N	writer,actor,producer	tt7131622,tt3460252,tt0105236,tt0110912
nm0000235	Uma Thurman	1970	\N	actress,producer,soundtrack	tt0378194,tt0266697,tt0110912,tt0118688
nm0000236	Jennifer Tilly	1958	\N	actress,soundtrack,writer	tt0115736,tt0144120,tt0387575,tt0109348
nm0000237	John Travolta	1954	\N	actor,soundtrack,producer	tt0110912,tt0113161,tt0076666,tt0077631
nm0000240	Skeet Ulrich	1970	\N	actor,soundtrack,director	tt0409572,tt0117571,tt0115963,tt0913354
nm0000241	Jean-Claude Van Damme	1960	\N	actor,writer,producer	tt0097659,tt0101764,tt0107711,tt0119013
nm0000243	Denzel Washington	1954	\N	actor,producer,director	tt1037705,tt0168786,tt2671706,tt0139654
nm0000245	Robin Williams	1951	2014	actor,soundtrack,writer	tt0265459,tt0107614,tt0115685,tt0093105
nm0000246	Bruce Willis	1955	\N	actor,producer,soundtrack	tt0095016,tt0088571,tt0167404,tt0110912
nm0000247	John Woo	1946	\N	director,producer,writer	tt0092263,tt0425637,tt0119094,tt0104684
nm0000248	Edward D. Wood Jr.	1924	1978	writer,director,actor	tt0052077,tt0047127,tt0045826,tt0067479
nm0000249	James Woods	1947	\N	actor,producer,director	tt0119282,tt0120877,tt0086541,tt0159097
nm0000250	Renée Zellweger	1969	\N	actress,producer,soundtrack	tt0116695,tt0159365,tt0243155,tt0299658
nm0000251	Timothy Dowling	1973	\N	actor,writer,script_department	tt0181852,tt2120120,tt1596350,tt0430922
nm0000252	Robert Ellis	1892	1974	actor,director,writer	tt0030738,tt0010781,tt0006213,tt0030778
nm0000255	Ben Affleck	1972	\N	producer,actor,writer	tt1024648,tt0119217,tt0840361,tt2267998
nm0000257	Alan Alda	1936	\N	actor,miscellaneous,soundtrack	tt7653254,tt0068098,tt0097123,tt0082405
nm0000258	Stephanie Zimbalist	1956	\N	actress,writer	tt0083470,tt0080402,tt0076993,tt2224219
nm0000259	Ginger Lynn	1962	\N	actress,director,writer	tt0395584,tt0134898,tt0087562,tt0210365
nm0000261	Karen Allen	1951	\N	actress,soundtrack,director	tt0082971,tt0367882,tt0088172,tt0077975
nm0000263	Kirstie Alley	1951	2022	actress,producer,writer	tt0097778,tt0084726,tt0157503,tt0114852
nm0000264	Pedro Almodóvar	1949	\N	writer,director,soundtrack	tt0101026,tt1189073,tt0287467,tt0095675
nm0000265	Robert Altman	1925	2006	director,producer,writer	tt0073440,tt0105151,tt0108122,tt0280707
nm0000267	Julie Andrews	1935	\N	actress,soundtrack,writer	tt0058331,tt0084865,tt0062362,tt0059742
nm0000269	Jean-Jacques Annaud	1943	\N	director,producer,writer	tt2909116,tt0120102,tt0091605,tt0215750
nm0000270	Gabrielle Anwar	1970	\N	actress,producer,soundtrack	tt0105323,tt0108333,tt0810788,tt0114660
nm0000271	Anne Archer	1947	\N	actress,producer,soundtrack	tt0093010,tt0105112,tt0160009,tt0108122
nm0000272	Fanny Ardant	1949	\N	actress,director,writer	tt0127536,tt0348853,tt0283832,tt0086551
nm0000273	Alan Arkin	1934	2023	actor,soundtrack,director	tt0449059,tt0099487,tt1024648,tt0104348
nm0000274	David Arquette	1971	\N	producer,actor,director	tt0271367,tt0120082,tt0151738,tt0134084
nm0000275	Rosanna Arquette	1959	\N	actress,producer,director	tt0088680,tt0089017,tt0110912,tt0190138
nm0000276	Sean Astin	1971	\N	actor,producer,director	tt0120737,tt0167261,tt0089218,tt0167260
nm0000277	Richard Attenborough	1923	2014	actor,producer,director	tt0057115,tt0083987,tt0107290,tt0119567
nm0000278	Pernilla August	1958	\N	actress,director,writer	tt0120915,tt0121765,tt0104350,tt0115164
nm0000279	Hank Azaria	1964	\N	actor,soundtrack,producer	tt1839481,tt0132347,tt0096697,tt0115685
nm0000281	Scott Baio	1960	\N	actor,director,producer	tt0367279,tt0070992,tt0270846,tt0281680
nm0000285	Alec Baldwin	1958	\N	actor,producer,soundtrack	tt1230414,tt0407887,tt0318374,tt0104348
nm0000286	Stephen Baldwin	1966	\N	actor,producer,director	tt0114814,tt0115683,tt0158622,tt0486583
nm0000291	Angela Bassett	1958	\N	actress,producer,director	tt0118884,tt1825683,tt9114286,tt0114558
nm0000294	Amanda Bearse	1958	\N	actress,director,producer	tt9731598,tt0247121,tt0092400,tt0089175
nm0000297	Tom Berenger	1949	\N	actor,producer,writer	tt1375666,tt0097815,tt0091763,tt0085244
nm0000299	Michael Biehn	1956	\N	actor,producer,director	tt0090605,tt0096754,tt0117500,tt0088247
nm0000301	Thora Birch	1982	\N	actress,producer,director	tt0107120,tt0105112,tt0169547,tt0162346
nm0000306	Brian Blessed	1936	\N	actor,soundtrack,director	tt0120855,tt0120915,tt0102798,tt0080745
nm0000307	Helena Bonham Carter	1966	\N	actress,soundtrack,director	tt0137523,tt0408236,tt1504320,tt1707386
nm0000309	David Bowie	1947	2016	music_artist,soundtrack,actor	tt0091369,tt0196229,tt0482571,tt0074851
nm0000312	Amy Brenneman	1964	\N	actress,producer,writer	tt0209069,tt0116287,tt0113277,tt0411061
nm0000316	Mel Brooks	1926	\N	actor,writer,soundtrack	tt0082517,tt0071230,tt0395251,tt0094012
nm0000318	Tim Burton	1958	\N	producer,miscellaneous,director	tt0099487,tt0121164,tt0408236,tt1142977
nm0000320	Luis Buñuel	1900	1983	writer,director,actor	tt0075824,tt0068361,tt0061395,tt0056732
nm0000321	Gabriel Byrne	1950	\N	actor,producer,writer	tt7784604,tt0146675,tt0114814,tt0100150
nm0000322	Emmanuelle Béart	1963	\N	actress,soundtrack	tt0117060,tt0283832,tt0109731,tt0113947
nm0000327	Lacey Chabert	1982	\N	actress,producer,soundtrack	tt0120738,tt0277371,tt0454082,tt0377092
nm0000329	Jackie Chan	1954	\N	producer,actor,stunts	tt0089374,tt0127357,tt0120812,tt0266915
nm0000331	Chevy Chase	1943	\N	actor,writer,soundtrack	tt0085995,tt0080487,tt0092086,tt0104850
nm0000332	Don Cheadle	1964	\N	actor,producer,soundtrack	tt1540133,tt0375679,tt0395169,tt0790770
nm0000333	Cher	1946	\N	music_artist,soundtrack,actress	tt1126591,tt0100140,tt0089560,tt0093565
nm0000334	Chow Yun-Fat	1955	\N	actor,writer,soundtrack	tt1098327,tt0190332,tt0120008,tt0473444
nm0000335	Glenn Close	1947	\N	actress,soundtrack,producer	tt3750872,tt0093010,tt0094947,tt2015381
nm0000336	James Coburn	1928	2002	actor,producer,director	tt0054047,tt0074695,tt0056923,tt0057115
nm0000337	Rachael Leigh Cook	1979	\N	actress,producer,writer	tt0160862,tt0331811,tt11100856,tt5659816
nm0000338	Francis Ford Coppola	1939	\N	producer,director,writer	tt0071360,tt0068646,tt0078788,tt0071562
nm0000339	Roger Corman	1926	\N	producer,director,actor	tt0061189,tt0099612,tt0091419,tt0102926
nm0000341	Michael Crichton	1942	2008	writer,producer,director	tt0107290,tt0070909,tt0117998,tt0108757
nm0000343	David Cronenberg	1943	\N	actor,director,writer	tt0115964,tt0120907,tt0094964,tt0091064
nm0000345	Billy Crystal	1948	\N	actor,writer,producer	tt0113097,tt0101587,tt0098635,tt0122933
nm0000346	Macaulay Culkin	1980	\N	actor,producer,director	tt0099785,tt0104431,tt0107034,tt0102492
nm0000349	Joan Cusack	1962	\N	actress,soundtrack,writer	tt1659337,tt0096463,tt0119360,tt0119229
nm0000351	Donna D'Errico	1968	\N	actress,director,producer	tt4459134,tt12861508,tt7235466,tt4270458
nm0000352	Vincent D'Onofrio	1959	\N	actor,producer,soundtrack	tt0093058,tt0119654,tt0109707,tt0209958
nm0000353	Willem Dafoe	1955	\N	actor,soundtrack,producer	tt7984734,tt6938828,tt5649144,tt0145487
nm0000354	Matt Damon	1970	\N	producer,actor,soundtrack	tt3659388,tt0119217,tt0134119,tt0407887
nm0000355	Anthony Daniels	1946	\N	actor,producer,writer	tt2527336,tt2488496,tt0080684,tt0076759
nm0000356	Sybil Danning	\N	\N	actress,producer,writer	tt0373883,tt0072281,tt0080421,tt0085672
nm0000359	Olivier De Funès	1949	\N	actor,writer,soundtrack	tt0060475,tt0250077,tt0065848,tt0064425
nm0000360	Rebecca De Mornay	1959	\N	actress,soundtrack,producer	tt0089941,tt0086200,tt0104389,tt0396269
nm0000361	Brian De Palma	1940	\N	director,writer,producer	tt0094226,tt0120832,tt0080661,tt0086984
nm0000362	Danny DeVito	1944	\N	actor,producer,director	tt0119488,tt0117008,tt0098621,tt0103776
nm0000365	Julie Delpy	1969	\N	actress,writer,producer	tt0381681,tt0111507,tt0841044,tt0112471
nm0000367	Gérard Depardieu	1948	\N	actor,producer,soundtrack	tt0103594,tt0120744,tt0099334,tt0099699
nm0000368	Laura Dern	1967	\N	actress,producer,writer	tt0090756,tt0107290,tt2305051,tt7653254
nm0000369	Matt Dillon	1964	\N	actor,director,producer	tt0129387,tt0375679,tt4003440,tt0097240
nm0000370	Walt Disney	1901	1966	producer,actor,director	tt0058331,tt0034492,tt0048280,tt0029583
nm0000373	Michael Dorn	1952	\N	actor,director,soundtrack	tt0111280,tt0102975,tt0117731,tt0120844
nm0000375	Robert Downey Jr.	1965	\N	actor,producer,soundtrack	tt1300854,tt4154796,tt0371746,tt0988045
nm0000376	Fran Drescher	1957	\N	writer,actress,producer	tt0837562,tt0118691,tt0098546,tt0106080
nm0000377	Richard Dreyfuss	1947	\N	actor,producer,soundtrack	tt0075860,tt0113862,tt0076095,tt0073195
nm0000379	Kirsten Dunst	1982	\N	actress,producer,soundtrack	tt0145487,tt0110148,tt0110367,tt1527186
nm0000380	Robert Duvall	1931	\N	actor,producer,soundtrack	tt0068646,tt1872194,tt0086423,tt0118632
nm0000381	Anthony Edwards	1962	\N	actor,producer,director	tt0443706,tt0088000,tt0092099,tt0108757
nm0000382	Atom Egoyan	1960	\N	director,writer,producer	tt2326612,tt0273435,tt1352824,tt0120255
nm0000384	Danny Elfman	1953	\N	music_department,soundtrack,composer	tt0119654,tt0367594,tt0107688,tt0121164
nm0000385	Sam Elliott	1944	\N	actor,producer,soundtrack	tt0098206,tt0286716,tt1517451,tt5655222
nm0000386	Roland Emmerich	1955	\N	writer,producer,director	tt0120685,tt0116629,tt1628841,tt0319262
nm0000387	Robert Englund	1947	\N	actor,miscellaneous,soundtrack	tt0329101,tt0093629,tt0095742,tt0087800
nm0000388	R. Lee Ermey	1944	2018	actor,miscellaneous,producer	tt0324216,tt0093058,tt0114369,tt0095647
nm0000389	Emilio Estevez	1962	\N	actor,director,producer	tt0308055,tt1441912,tt3294746,tt0100994
nm0000390	Joe Eszterhas	1944	\N	writer,producer,miscellaneous	tt0108162,tt0118577,tt0103772,tt0114436
nm0000391	Rupert Everett	1959	\N	actor,soundtrack,producer	tt0119738,tt2404639,tt0109592,tt0122541
nm0000393	Peter Falk	1927	2011	actor,producer,soundtrack	tt0074937,tt1466074,tt0281322,tt0093779
nm0000397	Corey Feldman	\N	\N	actor,producer,soundtrack	tt0089218,tt0093437,tt0096734,tt0092005
nm0000398	Sally Field	1946	\N	actress,producer,soundtrack	tt0076729,tt0109830,tt0443272,tt0098384
nm0000399	David Fincher	1962	\N	producer,director,writer	tt0114369,tt2267998,tt1285016,tt0443706
nm0000401	Laurence Fishburne	1961	\N	actor,producer,director	tt1598778,tt0327056,tt0234215,tt0133093
