nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles	img_url_asset
nm0777560	Elisabeth Schwarz	1938	\N	actress,miscellaneous	tt0765432,tt0342597,tt1798108,tt0075708	https://image.tmdb.org/t/p/{width_variable}/8H8u0BLYaT1JdiWLV7ePV2Lmioj.jpg
nm0777589	Jaecki Schwarz	1946	\N	actor	tt0806901,tt0874686,tt0111974,tt0111883	https://image.tmdb.org/t/p/{width_variable}/p06smDqMhJ7ykgGa3yeyI8q2PT7.jpg
nm0777874	Ken Schwenker	\N	\N	producer,production_manager,actor	tt0251075,tt1307989,tt4648732,tt1328873	\N
nm0778005	Patrizia Schwöbel	1968	\N	actress	tt0097280,tt0111885,tt0806910,tt0096640	\N
nm0778016	Hanna Schygulla	1943	\N	actress,director,writer	tt0079095,tt0082661,tt0090927,tt0880502	https://image.tmdb.org/t/p/{width_variable}/fxH98JLkAYB2vSpo7bT5OHhoQ42.jpg
nm0778019	Garry Schyman	\N	\N	composer,music_department,soundtrack	tt1506437,tt1094581,tt1712064,tt3898332	\N
nm0778214	Hartmut Schönfeld	1931	\N	production_designer,art_department,costume_designer	tt0074073,tt0094524,tt0181920,tt0806910	\N
nm0778265	Daniela Schötz	\N	\N	actress	tt0091903,tt0096752,tt0103265	\N
nm0778338	Jan Schütte	1957	\N	director,writer,producer	tt0092924,tt0098657,tt0787500,tt0136193	\N
nm0778360	Helga Schütz	1937	\N	writer,director,actress	tt0074786,tt0059401,tt0974356,tt0077122	\N
nm0778593	Alain Scoff	1940	2013	actor,writer	tt0101019,tt0809273,tt0152923,tt1564981	\N
nm0780686	Adam Searle	\N	\N	actor	tt0297625,tt0151568	\N
nm0783101	Doug Self	1962	\N	actor	tt0097863,tt0095755	\N
nm0783314	Connie Sellecca	1955	\N	actress,producer,writer	tt0080198,tt0078938,tt0085032,tt0081871	https://image.tmdb.org/t/p/{width_variable}/q05JJcAJjC51Jh6Jd50AqYUWrrE.jpg
nm0783744	Artur Semedo	1924	2001	actor,writer,producer	tt0097122,tt0071801,tt0078148,tt0090703	https://image.tmdb.org/t/p/{width_variable}/kwtNdRZcC4TxPNRUpC7GO2SsBba.jpg
nm0783978	Leda Semyonova	\N	\N	editor,animation_department,script_department	tt0318034,tt0095040,tt0174972,tt1141263	\N
nm0784230	Jochen Senf	1942	2018	actor,writer	tt0111022,tt0115088,tt0169272,tt0806910	https://image.tmdb.org/t/p/{width_variable}/xmnu5P1bFS4DnccJf9Nz6ZvJij.jpg
nm0784780	Max Serafian	\N	\N	production_designer,costume_designer,art_director	tt0097874,tt0096749,tt0091002,tt0105054	\N
nm0784825	Plamen Sirakov	1952	\N	actor	tt0171823,tt0116125,tt0304412,tt0206303	\N
nm0785052	Serfran	\N	\N	composer	tt0092577,tt0096797,tt0182269	\N
nm0785099	Andrey Sergeev	\N	\N	actor	tt0262312,tt3816392,tt5204892,tt0093543	\N
nm0785264	Assumpta Serna	1957	\N	actress,producer,director	tt0100934,tt0091495,tt7035468,tt0115963	https://image.tmdb.org/t/p/{width_variable}/lRWE49goEzGJ53nsbuB3SpndyhY.jpg
nm0785381	Eduardo Serra	1943	\N	cinematographer,camera_department,director	tt0217869,tt0926084,tt0335119,tt0450259	https://image.tmdb.org/t/p/{width_variable}/ocove8OZVCQOKScZXyCaCKRSEaX.jpg
nm0785565	Julieta Serrano	1933	\N	actress	tt0085496,tt0095675,tt0101026,tt8291806	https://image.tmdb.org/t/p/{width_variable}/3eVHZ5gieSxNYUJRXaYLDaljDQO.jpg
nm0785684	Coline Serreau	1947	\N	actress,director,writer	tt0090206,tt0265116,tt0079742,tt0104025	https://image.tmdb.org/t/p/{width_variable}/qHGyprOAsbX1q5Ym6Jad0haBuuu.jpg
nm0786022	Roshan Seth	1942	\N	actor,writer	tt0083987,tt0087469,tt0377107,tt0111301	https://image.tmdb.org/t/p/{width_variable}/4TbHkaZxPegaTns250cVXr8F91F.jpg
nm0787420	Ash R. Shah	\N	\N	producer,executive	tt0114576,tt0100029,tt0283003,tt0490086	\N
nm0787570	Patrick Shai	1956	2022	actor,director,writer	tt0112749,tt9395956,tt0116506,tt0343449	\N
nm0787614	Yuriy Shaygardanov	1954	\N	cinematographer,camera_department	tt2065015,tt0477327,tt0372400,tt10124714	\N
nm0788152	Shankar	1960	\N	actor,director,writer	tt14889036,tt4257014,tt0268954,tt0255461	https://image.tmdb.org/t/p/{width_variable}/jXzOywcBqsYiGyXXUiEh8btka4P.jpg
nm0788171	S. Shankar	1963	\N	writer,director,producer	tt1305797,tt0116630,tt0482389,tt0376127	https://image.tmdb.org/t/p/{width_variable}/p9fL8NqPX6m5u9cFDo8suAlunaR.jpg
nm0788673	Bill Shapter	1945	\N	editor,producer,production_manager	tt0111518,tt0115640,tt0169501,tt0421994	\N
nm0788946	Roy Sharman	\N	\N	editor,editorial_department,sound_department	tt3864896,tt0122579,tt1800493,tt3441158	\N
nm0789052	Howard Sharp	\N	\N	editor,writer,editorial_department	tt0097894,tt15796632,tt0077867,tt0374401	\N
nm0789093	Lesley Sharp	1960	\N	actress,director,soundtrack	tt0107653,tt0119164,tt0120681,tt0435937	https://image.tmdb.org/t/p/{width_variable}/pHlm4q7iIkuOQSyJNwK8WKWHacH.jpg
nm0789397	Tamerlan Shatayev	\N	\N	actor	tt0098004	\N
nm0789449	Shari Shattuck	1960	\N	actress,producer,soundtrack	tt0110854,tt0117723,tt0110725,tt0105946	https://image.tmdb.org/t/p/{width_variable}/AhqufDHtMl3RaGYkXEnWmrczseW.jpg
nm0789717	Francis Shaw	1942	\N	composer,music_department,soundtrack	tt0338309,tt0091867,tt1533749,tt0093044	\N
nm0790202	Boris Shcherbakov	1949	\N	actor,director,production_designer	tt2182001,tt0168076,tt0093419,tt5150824	https://image.tmdb.org/t/p/{width_variable}/eFQC3x2WvWvJZ0eRohUdYMWMUP8.jpg
nm0790323	Mike Shea	\N	\N	actor,miscellaneous,writer	tt0094962,tt0100503,tt0098344	\N
nm0790503	Dave Sheasby	\N	\N	writer	tt0086699,tt0106021,tt0297626,tt1049304	\N
nm0790606	Lucy Sheehan	\N	\N	actress	tt0094735,tt0104169,tt0256557,tt2178915	\N
nm0790689	Ruth Sheen	1950	\N	actress,soundtrack	tt0383694,tt1431181,tt0095302,tt0425413	https://image.tmdb.org/t/p/{width_variable}/bcrbxcgVPpMlDUPD3OY4BONzpTd.jpg
nm0790762	Jonathan Sheffer	\N	\N	music_department,composer,soundtrack	tt0099365,tt0120184,tt0106697,tt0102034	\N
nm0791113	Alla Shelest	\N	\N	actress	tt0096992,tt15324170	\N
nm0791156	Stephen Shellen	1957	\N	actor	tt0103855,tt0187078,tt1319708,tt0105265	https://image.tmdb.org/t/p/{width_variable}/m2x70cxaqKqxNzNuCVw8erfgm7W.jpg
nm0791661	Mike Shephard	\N	\N	editor,sound_department,production_manager	tt0092568,tt0084724,tt1920828,tt0090266	\N
nm0791829	Melvin Shepherd	\N	\N	actor	tt0093737,tt0092589	\N
nm0792029	Antony Sher	1949	2021	actor,writer,soundtrack	tt0138097,tt0097289,tt0780653,tt0119280	https://image.tmdb.org/t/p/{width_variable}/e0V4i0avYfcfZORkt1tuORrIkGS.jpg
nm0792032	Bonnie Sher	\N	\N	actress,miscellaneous	tt0074226,tt0068494,tt2250468,tt5893988	\N
nm0792120	Adrian Shergold	1948	\N	director,actor,writer	tt0320019,tt0124241,tt0462477,tt1652218	https://image.tmdb.org/t/p/{width_variable}/yRkoTOocCdTyTyetxLAS0dCg7UR.jpg
nm0792227	Michael J. Sheridan	\N	\N	editor,editorial_department,director	tt0211493,tt0101735,tt0111408,tt0472115	\N
nm0792490	Jonathan Marc Sherman	1968	\N	actor,writer,producer	tt8721424,tt0176357,tt10893378,tt0271020	https://image.tmdb.org/t/p/{width_variable}/x4c55znDhcLWyMk56A4PtHWQqss.jpg
nm0792807	David Sherwood	\N	\N	actor	tt0452573,tt1758595,tt1050057,tt0094033	https://image.tmdb.org/t/p/{width_variable}/ta8wTqsJqjq1arf4h83wTXB87f6.jpg
nm0792866	Meenakshi Sheshadri	1963	\N	actress	tt0363786,tt0156659,tt0363787,tt0106655	https://image.tmdb.org/t/p/{width_variable}/1EtxwGP3VELNVezOkeKrRgktFpz.jpg
nm0793008	Fui-On Shing	1955	2009	actor,art_department	tt0092263,tt0097202,tt0095491,tt0093304	\N
nm0793455	Steve Shill	1957	\N	director,producer,actor	tt0348914,tt1828246,tt0773262,tt1198138	https://image.tmdb.org/t/p/{width_variable}/aLMTXuJHi70vrjAIsgE0Tcplcxs.jpg
nm0793519	Vsevolod Shilovskiy	1938	\N	actor,director,writer	tt0806029,tt0107335,tt0154877,tt5687002	https://image.tmdb.org/t/p/{width_variable}/7SmVngEdjN6pZKdAPaYSVyN6waK.jpg
nm0793812	Stephen Shin	\N	\N	producer,director,writer	tt0101463,tt0098679,tt0092251,tt0096485	https://image.tmdb.org/t/p/{width_variable}/8eN3Oe0R1JXHNhastQvmWupeE6V.jpg
nm0793844	M.S. Shinde	1929	2012	editor	tt0154695,tt0152509,tt0073707,tt0081491	\N
nm0793930	Chin-Yung Shing	\N	\N	composer,music_department,sound_department	tt0378194,tt0094374,tt0102562,tt0094146	\N
nm0793984	Noboru Shinoda	1952	2004	cinematographer,camera_department	tt0113703,tt0089509,tt0117797,tt0424430	\N
nm0794128	John Wesley Shipp	\N	\N	actor,director	tt0118300,tt0106079,tt3107288,tt0100240	https://image.tmdb.org/t/p/{width_variable}/pL60jl0QdKx9oESZqRzA3kiXXbs.jpg
nm0794211	Asako Shirakura	\N	\N	actress	tt0419299,tt0158415,tt0290223,tt0899258	\N
nm0794451	Aleksandr Shishonok	\N	\N	actor	tt0097848	\N
nm0795294	Kathy Shower	1953	\N	actress,producer	tt0107353,tt0095189,tt0115614,tt0092769	https://image.tmdb.org/t/p/{width_variable}/1z1a7KFkU5AEVltMtWWQOd5HT48.jpg
nm0795664	Vinay Shukla	\N	\N	writer,director,actor	tt1388903,tt0306840,tt0233808,tt0120456	https://image.tmdb.org/t/p/{width_variable}/sDXeECPukK5eLXexl7i1azT4kFu.jpg
nm0795724	Daniel Shulman	\N	\N	cinematographer,camera_department	tt0091939,tt0210843,tt0160620,tt0292542	\N
nm0795837	Mort Shuman	1938	1991	soundtrack,composer,actor	tt0993840,tt3110958,tt0116922,tt0074806	https://image.tmdb.org/t/p/{width_variable}/3XLbV00bkQ4ZvYwjsaKARr4NCi0.jpg
nm0796662	Sylvia Sidney	1910	1999	actress	tt0028212,tt0116996,tt0094721,tt0070748	https://image.tmdb.org/t/p/{width_variable}/tmc1tsIcC79srirIni2jdnQR6Ul.jpg
nm0796749	Manuel Siebenmann	1959	\N	director,assistant_director,writer	tt0806901,tt0106178,tt0806910,tt0103434	\N
nm0798002	Carlo Siliotto	1950	\N	composer,music_department,soundtrack	tt4257926,tt0330793,tt2378281,tt0796307	https://image.tmdb.org/t/p/{width_variable}/1kWUSQvBS58riAEEAQM0pmMUWht.jpg
nm0798023	Lawrence Silk	1931	2017	editor,editorial_department,director	tt0099028,tt0050072,tt0088513,tt0114044	\N
nm0798071	Armi Sillanpää	1956	\N	actress	tt0165018,tt0074813,tt0133870,tt0140826	\N
nm0798779	Ron Silver	1946	2009	actor,director,producer	tt0100486,tt0111438,tt0115571,tt0419749	https://image.tmdb.org/t/p/{width_variable}/6urQBScK7Vq6q5niaMMEmzW3DGP.jpg
nm0798792	Sheila Silver	1946	\N	composer,soundtrack,actress	tt0099017,tt0109566,tt0326408,tt0254385	\N
nm0799298	Jean Carlo Simancas	1949	\N	actor	tt0361218,tt1479622,tt0362368,tt10781750	https://image.tmdb.org/t/p/{width_variable}/vKE2B4QJOMDFRV8r6a0bBF6udMx.jpg
nm0799442	Georges Simenon	1903	1989	writer,miscellaneous	tt0041628,tt0038824,tt0067943,tt0050669	https://image.tmdb.org/t/p/{width_variable}/oxehFO24YpEMhK4YUlL50px6C8v.jpg
nm0799594	Mari Simm	\N	\N	actress	tt0097578	\N
nm0799595	Peeter Simm	1953	\N	director,writer,actor	tt13982708,tt1871309,tt0280727,tt0446380	https://image.tmdb.org/t/p/{width_variable}/or41CyWSQhBKl0rIe8PnIydwfpd.jpg
nm0799641	James Wulf Simmonds	\N	2004	writer,actor	tt0165058,tt0129685,tt0082201,tt0064238	\N
nm0800439	Carla Simoncelli	\N	\N	editor,music_department	tt0092017,tt0108059,tt0100835,tt0208032	\N
nm0801005	Geoffrey Simpson	\N	\N	cinematographer,camera_department,miscellaneous	tt0095709,tt3860916,tt1588398,tt0117631	\N
nm0801157	Peter R. Simpson	1943	2007	producer,soundtrack,director	tt0090779,tt0288909,tt0120001,tt0091475	\N
nm0801625	Harry Sinclair	1959	\N	director,writer,music_department	tt0103873,tt0120354,tt0120737,tt0249893	\N
nm0801674	Malcolm Sinclair	1950	\N	actor,soundtrack	tt0434409,tt0381061,tt0787524,tt3247714	https://image.tmdb.org/t/p/{width_variable}/aASeNunM9Sv49Kwk7gncov4G8Y0.jpg
nm0802488	Christian Sinniger	1947	\N	actor,writer	tt1247640,tt0281364,tt0388562,tt0253225	https://image.tmdb.org/t/p/{width_variable}/wKE2EopoX6RGu6VJmkH6pw6RRXz.jpg
nm0802692	Raj N. Sippy	\N	\N	director,assistant_director,producer	tt0215911,tt0084630,tt10092776,tt0361773	\N
nm0803112	Marisa Sistach	1952	\N	director,producer,writer	tt0123159,tt0476576,tt0179728,tt0280015	https://image.tmdb.org/t/p/{width_variable}/fn07QRKJlKr12QPyDfFVZWOSYGn.jpg
nm0803393	Thor Sivertsen	\N	\N	director,animation_department	tt0094390,tt1007979	\N
nm0803446	Piotr Siwkiewicz	1962	\N	actor	tt0342980,tt2627146,tt0090352,tt0100999	https://image.tmdb.org/t/p/{width_variable}/vULbipbDxOrJvLm2GZwvQvOf6mX.jpg
nm0803903	Hanna Skarzanka	1917	1992	actress,music_department	tt0067973,tt0050345,tt0088009,tt0052083	https://image.tmdb.org/t/p/{width_variable}/tSNwY2e5epxCJWtTN9MsBVju5GP.jpg
nm0804162	Alison Skilbeck	1945	\N	actress,writer	tt0293508,tt0118401,tt0091618,tt0086661	https://image.tmdb.org/t/p/{width_variable}/gDkvsyUsycKZR43Y1FOTLffpyG8.jpg
nm0804714	Tatyana Skorokhodova	1968	\N	actress	tt0366966,tt5133050,tt0107481,tt0100226	https://image.tmdb.org/t/p/{width_variable}/mHSSrg0E6ST5jqDUgC7o36MHhwd.jpg
nm0805249	David Slama	1946	\N	cinematographer,camera_department,miscellaneous	tt6575280,tt0095497,tt0116864,tt0082582	\N
nm0805359	Claire Slater	\N	\N	actress	tt0318221,tt0101114,tt0216621,tt0241383	\N
nm0805813	Dan Slider	\N	\N	composer,music_department,soundtrack	tt0098740,tt0270980,tt0109545,tt0098741	\N
nm0806056	Morgan Sloane	\N	\N	producer,writer,miscellaneous	tt1730768,tt0099004,tt4224460,tt0215431	\N
nm0806180	Helga Sloop	1920	\N	actress	tt0404649,tt0095415,tt0098225,tt0102041	\N
nm0806498	Michael Small	1939	2003	composer,music_department,soundtrack	tt0067309,tt0078966,tt0093300,tt0074860	\N
nm0807055	Viktor Smirnov	1945	2017	actor	tt0271242,tt0456781,tt0107490,tt0111817	https://image.tmdb.org/t/p/{width_variable}/kJE7RUBVYcm1AKocL39zCvIaryB.jpg
nm0807364	Arthur Smith	1954	\N	actor,writer	tt0131173,tt0790636,tt0082849,tt5340348	https://image.tmdb.org/t/p/{width_variable}/h9X209Dfj66JYz7HRbFv3HBbM1N.jpg
nm0807812	Dan Smith	\N	\N	actor,writer	tt0103835,tt0756486,tt0095350,tt9433014	\N
nm0809306	Maurice Smith	\N	\N	producer,writer,director	tt0135911,tt0087132,tt0194123,tt0084182	\N
nm0809424	Murray Smith	\N	2003	writer,producer,script_department	tt0078836,tt0099231,tt0077086,tt0101165	\N
nm0809544	Paul L. Smith	1936	2012	actor,director,producer	tt0087182,tt0110478,tt0089893,tt0081353	https://image.tmdb.org/t/p/{width_variable}/7RkcNP6NgGIDvWbtdhdNlRROTys.jpg
nm0809732	Robert Smith	1954	\N	writer	tt0086610,tt0100975,tt0098835,tt0088679	\N
nm0809797	Roland 'Ozzie' Smith	1938	\N	cinematographer,camera_department,director	tt0086690,tt0086734,tt0073453,tt0103405	\N
nm0809919	Shannon Smith	\N	\N	actress	tt0097066,tt0096967	\N
nm0810200	Tony Smith	\N	\N	director,producer	tt4038072,tt0297625,tt0820333,tt0092471	\N
nm0810342	William Smith	1933	2021	actor,stunts,miscellaneous	tt0058819,tt0074048,tt0080377,tt0087985	https://image.tmdb.org/t/p/{width_variable}/2gnGtzAlNP3sg2s3ACQMTK6PDQq.jpg
nm0810742	Vladimír Smutný	1942	\N	cinematographer,camera_department,miscellaneous	tt1667354,tt0244479,tt0206866,tt0116844	https://image.tmdb.org/t/p/{width_variable}/d8x2sN335ajQwQevOxEU9sBJ2hJ.jpg
nm0811153	Jerzy Sniezawski	\N	\N	production_designer,art_department,set_decorator	tt0093593,tt0126622,tt0095456,tt0071689	\N
nm0811330	Tom Snow	1947	\N	soundtrack,music_department,composer	tt0087277,tt0097044,tt0349710,tt1924435	\N
nm0811749	Curt Sobel	1953	\N	music_department,soundtrack,composer	tt0140352,tt2473602,tt0350258,tt1663202	\N
nm0811834	Piotr Sobocinski	1958	2001	cinematographer,camera_department,script_department	tt0116999,tt0117438,tt0111495,tt0252501	\N
nm0811840	Joshua Sobol	1939	\N	writer,actor,soundtrack	tt0910890,tt7430972,tt0098629,tt0783522	\N
nm0811961	Hilde Sochor	1924	2017	actress	tt0806910,tt0098629,tt0219860,tt0223343	\N
nm0812282	Irène Sohm	\N	\N	writer,director,production_manager	tt0229658,tt0090827,tt4514598,tt0312904	\N
nm0812320	Rolf Sohre	1928	2019	cinematographer,writer	tt0061964,tt0056727,tt0231598,tt0065437	\N
nm0812424	Jean Sokol	\N	\N	actress	tt0094004,tt0170980	\N
nm0812546	Aleksandr Sokurov	1951	\N	director,writer,actor	tt1437357,tt0439817,tt1034427,tt0318034	https://image.tmdb.org/t/p/{width_variable}/oNLxLidA1BOuZ7OyQcQXWKcl4E0.jpg
nm0812556	Laura del Sol	1961	\N	actress	tt0085297,tt0217860,tt0090259,tt0099027	https://image.tmdb.org/t/p/{width_variable}/4aYjp9Yolm2XgLwaETUXeJZS4TJ.jpg
nm0812827	Mario Soldati	1906	1999	writer,director,actor	tt0040378,tt0046214,tt0052078,tt0038512	https://image.tmdb.org/t/p/{width_variable}/xwgrkSKa4nNRguf60uHcKH485tT.jpg
nm0812962	Llorenç Soler	1936	\N	cinematographer,writer,director	tt0255028,tt0295965,tt0105922,tt1029170	https://image.tmdb.org/t/p/{width_variable}/3esQ9jyiJB079VIb2t7Srehqs2s.jpg
nm0812992	Toti Soler	1949	\N	soundtrack,composer,actor	tt3521332,tt3754940,tt7605702,tt0080095	\N
nm0813177	Sergio Sollima	1921	2015	writer,director,soundtrack	tt0059648,tt0065555,tt0068484,tt0073626	https://image.tmdb.org/t/p/{width_variable}/r4ZOmzE7abVCzJ07Rmt0nE2Svkd.jpg
nm0813215	Roman Solntsev	1939	2007	writer	tt0098495	\N
nm0813389	Maribeth Solomon	\N	\N	composer,music_department,soundtrack	tt0123816,tt0083197,tt0096869,tt0090391	\N
nm0813534	Sergey Solovyov	1944	2021	writer,director,actor	tt0090845,tt0292149,tt0072208,tt0081544	https://image.tmdb.org/t/p/{width_variable}/ilztJp3v8KIH6FpdJd9M6j60ucB.jpg
nm0814242	Rodolfo Sonego	1921	2000	writer,assistant_director	tt0072012,tt0066988,tt0063485,tt0055602	https://image.tmdb.org/t/p/{width_variable}/okI64ZvoKxcndytVYoLYl4pxr0Z.jpg
nm0814773	Alberto Sordi	1920	2003	actor,writer,director	tt0082567,tt0084150,tt0054413,tt0046521	https://image.tmdb.org/t/p/{width_variable}/rJhtlCbXFizYE6yW4GmJND45MX7.jpg
nm0815250	Kari Sorvali	1951	\N	actor,soundtrack	tt0099029,tt0102180,tt0095473,tt1343217	https://image.tmdb.org/t/p/{width_variable}/jLkPiZrdFLHBxblPRAsscN8FTsM.jpg
nm0815591	Richard D. Soto	\N	\N	producer	tt0159876,tt0204467	\N
nm0815713	Alain Souchon	1944	\N	soundtrack,actor,composer	tt0080951,tt0119828,tt6095616,tt0086655	https://image.tmdb.org/t/p/{width_variable}/dELoFjrkSeUISlZTocrEX2BWHaz.jpg
nm0815722	Miroslava Soucková	1965	\N	actress	tt0091359,tt0407464,tt0171828,tt19815558	https://image.tmdb.org/t/p/{width_variable}/mLkHObtdT5HSlOGhdD4O6RIUIuC.jpg
nm0815785	Jirí Soukup	1960	\N	writer,script_department,actor	tt3474438,tt0314686,tt0374208,tt0065188	\N
nm0816296	Fabijan Sovagovic	1932	2001	actor,writer	tt0065987,tt0068894,tt0082998,tt0094914	https://image.tmdb.org/t/p/{width_variable}/4Ahlu8Ru5kpooJbT1BoUPj1ZdG4.jpg
nm0816298	Anja Sovagovic-Despot	1963	\N	actress	tt0156223,tt0471394,tt11065278,tt0096174	https://image.tmdb.org/t/p/{width_variable}/6ZK49gfduZZXM8h68fbcFEdAgos.jpg
nm0816348	Jack B. Sowards	1929	2007	miscellaneous,writer,producer	tt0063873,tt0092455,tt0084726,tt0068135	\N
nm0816457	Catherine Spaak	1945	2022	actress,soundtrack,writer	tt0056665,tt0056512,tt0065761,tt0058413	https://image.tmdb.org/t/p/{width_variable}/5WILB2hN0BUCz4HgmoLu7OVq2Hn.jpg
nm0816627	Ettore Spagnuolo	\N	\N	producer,miscellaneous	tt0095212,tt0266929,tt0090166,tt0092516	\N
nm0817748	Bruce Spence	1945	\N	actor	tt0121766,tt0167260,tt0082694,tt0118929	https://image.tmdb.org/t/p/{width_variable}/kuaIudFTIBahGAdCamThG13jPp7.jpg
nm0817811	Richard Spence	1957	\N	director	tt0297626,tt0174982,tt0116102,tt0094525	\N
nm0817881	Bud Spencer	1929	2016	actor,soundtrack,writer	tt0068154,tt0067355,tt0079718,tt0069697	https://image.tmdb.org/t/p/{width_variable}/cVbBoKxRDFOdDKwdpRmxVazDWlE.jpg
nm0817995	Josh Spencer	\N	\N	director,camera_department,miscellaneous	tt0148170,tt0298767,tt0097734,tt0097259	\N
nm0818277	Fritz Sperberg	1951	\N	actor	tt0105112,tt0102351,tt0159771,tt0086730	\N
nm0818547	Scott Spiegel	1957	\N	actor,director,writer	tt0100514,tt0145487,tt0092991,tt0083907	https://image.tmdb.org/t/p/{width_variable}/3dKveWiEUeQbAxC7o9AKkIUymPQ.jpg
nm0818881	Mitch Spinelli	1953	\N	director,writer,producer	tt0125143,tt0139308,tt0082232,tt0082824	\N
nm0819282	Jan Spoczynski	\N	\N	production_designer,art_director,art_department	tt0416320,tt1092634,tt0117391,tt0360201	\N
nm0819636	Wolf-Dietrich Sprenger	1942	\N	actor,director	tt1256550,tt0098657,tt0251447,tt0246772	https://image.tmdb.org/t/p/{width_variable}/oV1fDoNGv2rw0ZOJlTekatz8tFV.jpg
nm0819680	Helena Spring	\N	\N	producer,script_department,actress	tt0419279,tt0105316,tt9248912,tt6042062	\N
nm0819701	Tim Spring	\N	\N	director,editor,cinematographer	tt2319938,tt0098172,tt0114238,tt0072199	\N
nm0819862	David Sproxton	1954	\N	producer,animation_department,director	tt0424095,tt0312004,tt0120630,tt0088761	https://image.tmdb.org/t/p/{width_variable}/zVeJRzQaIvENbOUbhMgP4DkgK7W.jpg
nm0820053	June Squibb	1929	\N	actress,producer,soundtrack	tt0257360,tt0119360,tt10682266,tt1821549	https://image.tmdb.org/t/p/{width_variable}/iohsuSDPcVAFr0NKQifM7qEJDFt.jpg
nm0820085	Chris Squire	1948	2015	soundtrack,actor,composer	tt3312830,tt0452594,tt1772240,tt5719700	https://image.tmdb.org/t/p/{width_variable}/jaDV1KG0h8DmkoLl59H8S51QzV0.jpg
nm0820203	Sreenath	1956	2010	actor	tt0275461,tt0291871,tt0393724,tt0271694	https://image.tmdb.org/t/p/{width_variable}/Wmoe8MVrVr4mTrfhrTcTJKZ5h1.jpg
nm0821041	Robert Stack	1919	2003	actor,soundtrack,producer	tt0049966,tt0080339,tt0035446,tt0078723	https://image.tmdb.org/t/p/{width_variable}/f1MchlCMVc4LDWEALsodZHPkbIu.jpg
nm0821043	Rosemarie Stack	1932	2019	actress	tt0046683,tt0047877,tt0056745,tt0047037	https://image.tmdb.org/t/p/{width_variable}/aHGIAA6jwGxZXFGtd5N2gVjXNcO.jpg
nm0821205	Zach Staenberg	1954	\N	editor,producer,editorial_department	tt1731141,tt2557478,tt1637688,tt0133093	\N
nm0821262	David Stafford	\N	\N	writer,miscellaneous,actor	tt0155439,tt0086699,tt0887233,tt0380255	\N
nm0821305	Jon Stafford	\N	\N	actor	tt2726560,tt0097129,tt0093058,tt1586265	https://image.tmdb.org/t/p/{width_variable}/a1k3iTdw7zddkpiTsQ2kMFuh9MO.jpg
nm0821564	Draguy Steiner	\N	\N	actor,producer	tt0090869,tt0090642	\N
nm0821734	Frank Stallone	1950	\N	actor,soundtrack,producer	tt0086361,tt0089880,tt0102070,tt0092618	https://image.tmdb.org/t/p/{width_variable}/8AxykR4tVFOaygds1TZM5VQrFA6.jpg
nm0822066	Michael Standing	1939	\N	actor,writer	tt0161126,tt0169469,tt0064505,tt0098996	https://image.tmdb.org/t/p/{width_variable}/50SCRLMxatHjQ3bTzCImbkMmqXc.jpg
nm0822315	Stanislas Syrewicz	1946	\N	composer,music_department,soundtrack	tt0089283,tt0105462,tt0098889,tt0283160	https://image.tmdb.org/t/p/{width_variable}/A3R43loS5D1LGpvgMwZr6F1hAYD.jpg
nm0822974	Nicola Stapleton	1974	\N	actress,soundtrack,producer	tt0203248,tt8571906,tt0088512,tt6010920	https://image.tmdb.org/t/p/{width_variable}/vy1rehPvCpvW8OqCkVhMNrdFyrb.jpg
nm0822975	Oliver Stapleton	1948	\N	cinematographer,camera_department,director	tt0099703,tt1041829,tt0091578,tt0124315	https://image.tmdb.org/t/p/{width_variable}/wfzgRB2LbfKvKJ50NZYebi9nv1c.jpg
nm0823280	Ulrich Stark	1943	\N	director,writer	tt0180365,tt7356428,tt7356450,tt0806910	\N
nm0823451	Carol Starr Schneider	\N	\N	writer,producer	tt0086827,tt0202179,tt0985040,tt3512900	\N
nm0823500	Emerald Starr	\N	\N	director,actor,writer	tt0097863,tt0486152	\N
nm0824763	Jessica Steen	1965	\N	actress,producer	tt0402910,tt0118480,tt0120591,tt0092329	https://image.tmdb.org/t/p/{width_variable}/7pKpGn6beYaDdEnSSmZWJY5DGlc.jpg
nm0825255	Henning Stegmüller	1951	\N	cinematographer,director,writer	tt0130864,tt0401493,tt0401566,tt2004436	\N
nm0825705	John Steinbeck	1902	1968	writer,soundtrack	tt0045296,tt0037017,tt0048028,tt0032551	https://image.tmdb.org/t/p/{width_variable}/iM7hJSscP3MMihQrbtS9mTgipFV.jpg
nm0826076	Heidi Steinhaus	\N	\N	producer,script_department,production_manager	tt0806910,tt0104846,tt0090137,tt0152923	\N
nm0826094	Hans Steinhoff	1882	1945	director,writer,producer	tt0037065,tt0031868,tt0026065,tt0033973	https://image.tmdb.org/t/p/{width_variable}/xvP4DLKf3DE4on6tA63iNdeRt47.jpg
nm0826783	Yakov Stepanov	1957	1991	actor	tt0209212,tt0099038,tt0094371,tt0095167	https://image.tmdb.org/t/p/{width_variable}/1hDOCDo9nN8xbql78EUwnFcP2EA.jpg
nm0827450	Marioara Sterian	1953	\N	actress	tt0187785,tt0130023,tt1032846,tt1436568	https://image.tmdb.org/t/p/{width_variable}/v77wjgB7HR0TfPWgYKmv9LbFhlB.jpg
nm0827876	Visnja Stern	\N	\N	editor	tt1250394,tt0149661,tt0088970,tt0096174	\N
